3	0.100	0.000	0.000	
3	0.200	0.000	0.000	
3	0.300	0.000	0.000	
3	0.400	0.000	0.000	
3	0.500	0.000	0.000	
3	0.600	0.000	0.000	
3	0.700	0.000	0.000	
3	0.800	0.000	0.000	
3	0.900	0.000	0.000	
3	1.000	0.000	0.000	
7	0.100	0.000	0.000	
7	0.200	0.000	0.000	
7	0.300	0.000	0.000	
7	0.400	0.000	0.000	
7	0.500	0.000	0.000	
7	0.600	0.000	0.000	
7	0.700	0.000	0.000	
7	0.800	0.000	0.000	
7	0.900	0.000	0.000	
7	1.000	0.000	0.000	
11	0.100	0.000	0.000	
11	0.200	0.000	0.000	
11	0.300	0.000	0.000	
11	0.400	0.000	0.000	
11	0.500	0.000	0.000	
11	0.600	0.000	0.000	
11	0.700	0.000	0.000	
11	0.800	0.000	0.000	
11	0.900	0.000	0.000	
11	1.000	0.000	0.000	
15	0.100	0.000	0.000	
15	0.200	0.000	0.000	
15	0.300	0.000	0.000	
15	0.400	0.000	0.000	
15	0.500	0.000	0.000	
15	0.600	0.000	0.000	
15	0.700	0.000	0.000	
15	0.800	0.000	0.000	
15	0.900	0.000	0.000	
15	1.000	0.000	0.000	
19	0.100	0.000	0.000	
19	0.200	0.000	0.000	
19	0.300	0.000	0.000	
19	0.400	0.000	0.000	
19	0.500	0.000	0.000	
19	0.600	0.000	0.000	
19	0.700	0.000	0.000	
19	0.800	0.000	0.000	
19	0.900	0.000	0.000	
19	1.000	0.000	0.000	
23	0.100	0.000	0.000	
23	0.200	0.000	0.000	
23	0.300	0.000	0.000	
23	0.400	0.000	0.000	
23	0.500	0.000	0.000	
23	0.600	0.000	0.000	
23	0.700	0.000	0.000	
23	0.800	0.000	0.000	
23	0.900	0.000	0.000	
23	1.000	0.000	0.000	
27	0.100	0.000	0.000	
27	0.200	0.000	0.000	
27	0.300	0.000	0.000	
27	0.400	0.000	0.000	
27	0.500	0.000	0.000	
27	0.600	0.000	0.000	
27	0.700	0.000	0.000	
27	0.800	0.000	0.000	
27	0.900	0.000	0.000	
27	1.000	0.000	0.000	
31	0.100	0.000	0.000	
31	0.200	0.000	0.000	
31	0.300	0.000	0.000	
31	0.400	0.000	0.000	
31	0.500	0.000	0.000	
31	0.600	0.000	0.000	
31	0.700	0.000	0.000	
31	0.800	0.000	0.000	
31	0.900	0.000	0.000	
31	1.000	0.000	0.000	
35	0.100	0.000	0.000	
35	0.200	0.000	0.000	
35	0.300	0.000	0.000	
35	0.400	0.000	0.000	
35	0.500	0.000	0.000	
35	0.600	0.000	0.000	
35	0.700	0.000	0.000	
35	0.800	0.000	0.000	
35	0.900	0.000	0.000	
35	1.000	0.000	0.000	
39	0.100	0.000	0.000	
39	0.200	0.000	0.000	
39	0.300	0.000	0.000	
39	0.400	0.000	0.000	
39	0.500	0.000	0.000	
39	0.600	0.000	0.000	
39	0.700	0.000	0.000	
39	0.800	0.000	0.000	
39	0.900	0.000	0.000	
39	1.000	0.000	0.000	
43	0.100	0.000	0.000	
43	0.200	0.000	0.000	
43	0.300	0.000	0.000	
43	0.400	0.000	0.000	
43	0.500	0.000	0.000	
43	0.600	0.000	0.000	
43	0.700	0.000	0.000	
43	0.800	0.000	0.000	
43	0.900	0.000	0.000	
43	1.000	0.000	0.000	
47	0.100	0.000	0.000	
47	0.200	0.000	0.000	
47	0.300	0.000	0.000	
47	0.400	0.000	0.000	
47	0.500	0.000	0.000	
47	0.600	0.000	0.000	
47	0.700	0.000	0.000	
47	0.800	0.000	0.000	
47	0.900	0.000	0.000	
47	1.000	0.000	0.000	
51	0.100	0.000	0.000	
51	0.200	0.000	0.000	
51	0.300	0.000	0.000	
51	0.400	0.000	0.000	
51	0.500	0.000	0.000	
51	0.600	0.000	0.000	
51	0.700	0.000	0.000	
51	0.800	0.000	0.000	
51	0.900	0.000	0.000	
51	1.000	0.000	0.000	
55	0.100	0.000	0.000	
55	0.200	0.000	0.000	
55	0.300	0.000	0.000	
55	0.400	0.000	0.000	
55	0.500	0.000	0.000	
55	0.600	0.000	0.000	
55	0.700	0.000	0.000	
55	0.800	0.000	0.000	
55	0.900	0.000	0.000	
55	1.000	0.000	0.000	
59	0.100	0.000	0.000	
59	0.200	0.000	0.000	
59	0.300	0.000	0.000	
59	0.400	0.000	0.000	
59	0.500	0.000	0.000	
59	0.600	0.000	0.000	
59	0.700	0.000	0.000	
59	0.800	0.000	0.000	
59	0.900	0.000	0.000	
59	1.000	0.000	0.000	
63	0.100	0.000	0.000	
63	0.200	0.000	0.000	
63	0.300	0.000	0.000	
63	0.400	0.000	0.000	
63	0.500	0.000	0.000	
63	0.600	0.000	0.000	
63	0.700	0.000	0.000	
63	0.800	0.000	0.000	
63	0.900	0.000	0.000	
63	1.000	0.000	0.000	
67	0.100	0.000	0.000	
67	0.200	0.000	0.000	
67	0.300	0.000	0.000	
67	0.400	0.000	0.000	
67	0.500	0.000	0.000	
67	0.600	0.000	0.000	
67	0.700	0.000	0.000	
67	0.800	0.000	0.000	
67	0.900	0.000	0.000	
67	1.000	0.000	0.000	
71	0.100	0.000	0.000	
71	0.200	0.000	0.000	
71	0.300	0.000	0.000	
