1	0.100	0.000	0.000	
1	0.200	0.000	0.000	
1	0.300	0.000	0.000	
1	0.400	0.000	0.000	
1	0.500	0.000	0.000	
1	0.600	0.000	0.000	
1	0.700	0.000	0.000	
1	0.800	0.000	0.000	
1	0.900	0.000	0.000	
1	1.000	0.000	0.000	
5	0.100	0.000	0.000	
5	0.200	0.000	0.000	
5	0.300	0.000	0.000	
5	0.400	0.000	0.000	
5	0.500	0.000	0.000	
5	0.600	0.000	0.000	
5	0.700	0.000	0.000	
5	0.800	0.000	0.000	
5	0.900	0.000	0.000	
5	1.000	0.000	0.000	
9	0.100	0.000	0.000	
9	0.200	0.000	0.000	
9	0.300	0.000	0.000	
9	0.400	0.000	0.000	
9	0.500	0.000	0.000	
9	0.600	0.000	0.000	
9	0.700	0.000	0.000	
9	0.800	0.000	0.000	
9	0.900	0.000	0.000	
9	1.000	0.000	0.000	
13	0.100	0.000	0.000	
13	0.200	0.000	0.000	
13	0.300	0.000	0.000	
13	0.400	0.000	0.000	
13	0.500	0.000	0.000	
13	0.600	0.000	0.000	
13	0.700	0.000	0.000	
13	0.800	0.000	0.000	
13	0.900	0.000	0.000	
13	1.000	0.000	0.000	
17	0.100	0.000	0.000	
17	0.200	0.000	0.000	
17	0.300	0.000	0.000	
17	0.400	0.000	0.000	
17	0.500	0.000	0.000	
17	0.600	0.000	0.000	
17	0.700	0.000	0.000	
17	0.800	0.000	0.000	
17	0.900	0.000	0.000	
17	1.000	0.000	0.000	
21	0.100	0.000	0.000	
21	0.200	0.000	0.000	
21	0.300	0.000	0.000	
21	0.400	0.000	0.000	
21	0.500	0.000	0.000	
21	0.600	0.000	0.000	
21	0.700	0.000	0.000	
21	0.800	0.000	0.000	
21	0.900	0.000	0.000	
21	1.000	0.000	0.000	
25	0.100	0.000	0.000	
25	0.200	0.000	0.000	
25	0.300	0.000	0.000	
25	0.400	0.000	0.000	
25	0.500	0.000	0.000	
25	0.600	0.000	0.000	
25	0.700	0.000	0.000	
25	0.800	0.000	0.000	
25	0.900	0.000	0.000	
25	1.000	0.000	0.000	
29	0.100	0.000	0.000	
29	0.200	0.000	0.000	
29	0.300	0.000	0.000	
29	0.400	0.000	0.000	
29	0.500	0.000	0.000	
29	0.600	0.000	0.000	
29	0.700	0.000	0.000	
29	0.800	0.000	0.000	
29	0.900	0.000	0.000	
29	1.000	0.000	0.000	
33	0.100	0.000	0.000	
33	0.200	0.000	0.000	
33	0.300	0.000	0.000	
33	0.400	0.000	0.000	
33	0.500	0.000	0.000	
33	0.600	0.000	0.000	
33	0.700	0.000	0.000	
33	0.800	0.000	0.000	
33	0.900	0.000	0.000	
33	1.000	0.000	0.000	
37	0.100	0.000	0.000	
37	0.200	0.000	0.000	
37	0.300	0.000	0.000	
37	0.400	0.000	0.000	
37	0.500	0.000	0.000	
37	0.600	0.000	0.000	
37	0.700	0.000	0.000	
37	0.800	0.000	0.000	
37	0.900	0.000	0.000	
37	1.000	0.000	0.000	
41	0.100	0.000	0.000	
41	0.200	0.000	0.000	
41	0.300	0.000	0.000	
41	0.400	0.000	0.000	
41	0.500	0.000	0.000	
41	0.600	0.000	0.000	
41	0.700	0.000	0.000	
41	0.800	0.000	0.000	
41	0.900	0.000	0.000	
41	1.000	0.000	0.000	
45	0.100	0.000	0.000	
45	0.200	0.000	0.000	
45	0.300	0.000	0.000	
45	0.400	0.000	0.000	
45	0.500	0.000	0.000	
45	0.600	0.000	0.000	
45	0.700	0.000	0.000	
45	0.800	0.000	0.000	
45	0.900	0.000	0.000	
45	1.000	0.000	0.000	
49	0.100	0.000	0.000	
49	0.200	0.000	0.000	
49	0.300	0.000	0.000	
49	0.400	0.000	0.000	
49	0.500	0.000	0.000	
49	0.600	0.000	0.000	
49	0.700	0.000	0.000	
49	0.800	0.000	0.000	
49	0.900	0.000	0.000	
49	1.000	0.000	0.000	
53	0.100	0.000	0.000	
53	0.200	0.000	0.000	
53	0.300	0.000	0.000	
53	0.400	0.000	0.000	
53	0.500	0.000	0.000	
53	0.600	0.000	0.000	
53	0.700	0.000	0.000	
53	0.800	0.000	0.000	
53	0.900	0.000	0.000	
53	1.000	0.000	0.000	
57	0.100	0.000	0.000	
57	0.200	0.000	0.000	
57	0.300	0.000	0.000	
57	0.400	0.000	0.000	
57	0.500	0.000	0.000	
57	0.600	0.000	0.000	
57	0.700	0.000	0.000	
57	0.800	0.000	0.000	
57	0.900	0.000	0.000	
57	1.000	0.000	0.000	
61	0.100	0.000	0.000	
61	0.200	0.000	0.000	
61	0.300	0.000	0.000	
61	0.400	0.000	0.000	
61	0.500	0.000	0.000	
61	0.600	0.000	0.000	
61	0.700	0.000	0.000	
61	0.800	0.000	0.000	
61	0.900	0.000	0.000	
61	1.000	0.000	0.000	
65	0.100	0.000	0.000	
65	0.200	0.000	0.000	
65	0.300	0.000	0.000	
65	0.400	0.000	0.000	
65	0.500	0.000	0.000	
65	0.600	0.000	0.000	
65	0.700	0.000	0.000	
65	0.800	0.000	0.000	
